Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_Day,Pickup_Delay_Minutes,Is_Weekend,Is_Peak_Hour,Delivery_Speed_km_per_hr
jirx740366444,30,4.7,13.026286,80.275235,13.086286,80.335235,2022-03-11,2025-11-16 21:30:00,2025-11-16 21:45:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,185,Apparel,9.314044064891256,21,Friday,15.0,0,0,0.05034618413454733
riql563535177,35,4.3,12.986047,80.218114,13.016047,80.248114,2022-04-01,2025-11-16 20:55:00,2025-11-16 21:00:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,165,Outdoors,4.657528074267125,20,Friday,5.0,0,0,0.028227442874346212
tjpk595104760,34,4.9,30.885814,75.786976,30.915814,75.816976,2022-02-17,2025-11-16 23:50:00,2025-11-16 00:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Skincare,4.395557447433842,23,Thursday,-1430.0,0,0,0.03822223867333776
gcec689324178,35,3.7,19.1093,72.825451,19.2193,72.935451,2022-03-27,2025-11-16 23:50:00,2025-11-16 00:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,185,Books,16.82538340490043,23,Sunday,-1425.0,1,0,0.09094801840486717
qzal761409600,35,4.6,22.311358,73.164798,22.321358,73.174798,2022-03-19,2025-11-16 10:10:00,2025-11-16 10:20:00,Fog,Low ,motorcycle ,Urban ,125,Snacks,1.5147885720056022,10,Saturday,10.0,1,0,0.012118308576044817
qzok183380262,35,5.0,23.353783,85.326967,23.383783,85.356967,2022-03-28,2025-11-16 21:45:00,2025-11-16 21:50:00,Stormy,Jam ,scooter ,Metropolitian ,145,Kitchen,4.528246576738902,21,Monday,5.0,0,0,0.03122928673613036
asqc845899023,20,4.5,25.45235,81.841889,25.48235,81.871889,2022-02-15,2025-11-16 21:45:00,2025-11-16 21:55:00,Windy,Jam ,scooter ,Metropolitian ,135,Outdoors,4.494246018082183,21,Tuesday,10.0,0,0,0.03329071124505321
siqq741170330,24,4.9,26.47,80.35,26.51,80.39,2022-02-17,2025-11-16 12:55:00,2025-11-16 13:00:00,Stormy,High ,scooter ,Urban ,105,Toys,5.969080903053881,12,Thursday,5.0,0,0,0.05684838955289411
rung806309468,28,4.9,12.98041,77.640489,13.01041,77.670489,2022-03-19,2025-11-16 23:15:00,2025-11-16 23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,85,Shoes,4.657579589646416,23,Saturday,10.0,1,0,0.05479505399584019
hvfk116717001,39,4.7,26.913726,75.75282,27.053726,75.89282,2022-03-04,2025-11-16 18:20:00,2025-11-16 18:25:00,Fog,Medium ,motorcycle ,Metropolitian ,220,Shoes,20.851578809643392,18,Friday,5.0,0,1,0.09477990368019724
uciy698199415,20,4.9,26.902328,75.794257,27.032328,75.924257,2022-03-23,2025-11-16 20:40:00,2025-11-16 20:45:00,Stormy,Jam ,motorcycle ,Metropolitian ,140,Skincare,19.363429481747797,20,Wednesday,5.0,0,0,0.13831021058391282
iwha203659346,28,4.7,12.979096,77.640625,13.019096,77.680625,2022-03-03,2025-11-16 15:35:00,2025-11-16 15:40:00,Sunny,Medium ,van,Urban ,75,Cosmetics,6.210061176099969,15,Thursday,5.0,0,0,0.08280081568133292
hirc291434367,25,4.1,22.31279,73.170283,22.38279,73.240283,2022-04-06,2025-11-16 19:40:00,2025-11-16 19:50:00,Fog,Jam ,van,Metropolitian ,215,Electronics,10.60241776436213,19,Wednesday,10.0,0,1,0.049313570997033165
zhcc612642568,35,3.6,22.311358,73.164798,22.441358,73.294798,2022-03-14,2025-11-16 19:45:00,2025-11-16 19:50:00,Stormy,Jam ,scooter ,Metropolitian ,175,Books,19.688340311678903,19,Monday,5.0,0,1,0.1125048017810223
zmwr866473380,39,4.9,17.410371,78.437225,17.420371,78.447225,2022-04-03,2025-11-16 08:35:00,2025-11-16 08:45:00,Sunny,Low ,scooter ,Metropolitian ,55,Home,1.5369139896085362,8,Sunday,10.0,1,0,0.027943890720155205
ghub296719624,23,4.8,12.321214,76.621094,12.451214,76.751094,2022-03-23,2025-11-16 23:20:00,2025-11-16 23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,110,Toys,20.206420943723945,23,Wednesday,5.0,0,0,0.18369473585203586
ntpl051020571,25,4.5,26.483672,80.320708,26.533672,80.370708,2022-02-13,2025-11-16 19:45:00,2025-11-16 20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,130,Shoes,7.460811932597024,19,Sunday,15.0,1,1,0.05739086101997711
rzpj762605173,28,4.8,0.0,0.0,0.02,0.02,2022-03-09,2025-11-16 08:50:00,2025-11-16 09:00:00,Windy,Low ,scooter ,Metropolitian ,70,Jewelry,3.145067434621583,8,Wednesday,10.0,0,0,0.044929534780308325
lsfu893332786,35,4.6,21.160522,72.771477,21.270522,72.881477,2022-03-14,2025-11-16 21:20:00,2025-11-16 21:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,120,Sports,16.72197157113449,21,Monday,5.0,0,0,0.1393497630927874
vawm976844992,29,4.7,21.149569,72.772697,21.159569,72.782697,2022-03-19,2025-11-16 08:15:00,2025-11-16 08:30:00,Fog,Low ,van,Metropolitian ,85,Skincare,1.5204709334102882,8,Saturday,15.0,1,0,0.017887893334238684
ycne580688744,23,4.5,27.195928,77.998092,27.245928,78.048092,2022-02-15,2025-11-16 20:25:00,2025-11-16 20:30:00,Fog,Jam ,motorcycle ,Urban ,150,Apparel,7.440021530825979,20,Tuesday,5.0,0,0,0.04960014353883986
jauk309271050,25,4.9,22.31279,73.170283,22.44279,73.300283,2022-03-18,2025-11-16 17:45:00,2025-11-16 17:55:00,Fog,Medium ,scooter ,Metropolitian ,155,Cosmetics,19.68824693188188,17,Friday,10.0,0,1,0.12702094794762503
zxov203161262,23,4.1,11.000762,76.981876,11.040762,77.021876,2022-03-21,2025-11-16 14:20:00,2025-11-16 14:35:00,Windy,High ,motorcycle ,Metropolitian ,175,Outdoors,6.232403352170581,14,Monday,15.0,0,0,0.03561373344097475
zciq333704083,23,4.7,12.970324,77.645748,13.030324,77.705748,2022-03-26,2025-11-16 18:35:00,2025-11-16 18:45:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Toys,9.315069177421467,18,Saturday,10.0,1,1,0.0690005124253442
tgsm570452632,25,4.3,18.593481,73.785901,18.613481,73.805901,2022-03-30,2025-11-16 12:00:00,2025-11-16 12:15:00,Sandstorms,High ,motorcycle ,Metropolitian ,165,Sports,3.0640029565838653,12,Wednesday,15.0,0,0,0.018569714888387063
plmz015683005,30,5.0,11.024839,77.007003,11.064839,77.047003,2022-03-01,2025-11-16 13:55:00,2025-11-16 14:00:00,Sunny,High ,motorcycle ,Urban ,105,Shoes,6.232152800668448,13,Tuesday,5.0,0,0,0.05935383619684236
wbsj929651200,33,4.5,19.254567,72.848923,19.314567,72.908923,2022-03-19,2025-11-16 17:35:00,2025-11-16 17:50:00,Sunny,Medium ,motorcycle ,Metropolitian ,100,Books,9.174316774026583,17,Saturday,15.0,1,1,0.09174316774026582
rlzf487588467,33,4.6,26.913987,75.752891,26.953987,75.792891,2022-03-21,2025-11-16 13:55:00,2025-11-16 14:05:00,Windy,High ,motorcycle ,Urban ,205,Electronics,5.958759869150673,13,Monday,10.0,0,0,0.02906712131293011
qtdm072964625,20,4.9,17.438263,78.397865,17.498263,78.457865,2022-03-11,2025-11-16 20:45:00,2025-11-16 20:50:00,Sunny,Jam ,motorcycle ,Metropolitian ,19,Grocery,9.220209378255118,20,Friday,5.0,0,0,0.485274177802901
kphu782070946,29,4.9,12.933298,77.614293,12.963298,77.644293,2022-03-24,2025-11-16 22:20:00,2025-11-16 22:30:00,Sunny,Low ,scooter ,Metropolitian ,115,Clothing,4.658009301231545,22,Thursday,10.0,0,0,0.04050442870636126
lcnc377598487,25,4.9,22.753659,75.903365,22.803659,75.953365,2022-03-21,2025-11-16 17:15:00,2025-11-16 17:30:00,Fog,Medium ,motorcycle ,Metropolitian ,55,Sports,7.562272055566006,17,Monday,15.0,0,1,0.13749585555574556
zsqz075386567,23,4.9,13.091809,80.219104,13.151809,80.279104,2022-03-13,2025-11-16 17:55:00,2025-11-16 18:10:00,Stormy,Medium ,motorcycle ,Urban ,60,Outdoors,9.31283846749252,17,Sunday,15.0,1,1,0.15521397445820867
lsjg310906030,23,4.4,22.310329,73.169083,22.340329,73.199083,2022-03-05,2025-11-16 19:50:00,2025-11-16 20:05:00,Sunny,Jam ,motorcycle ,Urban ,225,Apparel,4.54423097525285,19,Saturday,15.0,1,1,0.02019658211223489
lqpr221536417,23,5.0,18.927584,72.832585,18.977584,72.882585,2022-03-24,2025-11-16 18:25:00,2025-11-16 18:35:00,Windy,Medium ,motorcycle ,Metropolitian ,120,Books,7.652510173140083,18,Thursday,10.0,0,1,0.0637709181095007
xnqu042475857,36,4.3,10.994136,76.963303,11.024136,76.993303,2022-04-05,2025-11-16 23:35:00,2025-11-16 23:50:00,Stormy,Low ,motorcycle ,Urban ,130,Home,4.674393132741266,23,Tuesday,15.0,0,0,0.03595687025185589
ombd176351418,39,4.9,12.325461,76.632278,12.405461,76.712278,2022-03-20,2025-11-16 21:20:00,2025-11-16 21:30:00,Sandstorms,Jam ,motorcycle ,Urban ,180,Outdoors,12.435204072231482,21,Sunday,10.0,1,0,0.06908446706795268
gxqu522093021,34,4.9,12.949934,77.699386,13.079934,77.829386,2022-03-14,2025-11-16 22:10:00,2025-11-16 22:15:00,Sunny,Low ,motorcycle ,Metropolitian ,140,Kitchen,20.182068898087945,22,Monday,5.0,0,0,0.14415763498634246
dwbm303023887,27,4.7,26.902328,75.794257,26.922328,75.814257,2022-03-03,2025-11-16 10:15:00,2025-11-16 10:30:00,Stormy,Low ,van,Metropolitian ,15,Grocery,2.9796333006387523,10,Thursday,15.0,0,0,0.1986422200425835
kpch052608254,24,4.5,13.026286,80.275235,13.036286,80.285235,2022-03-15,2025-11-16 11:30:00,2025-11-16 11:45:00,Sunny,High ,van,Urban ,50,Home,1.5524171298907212,11,Tuesday,15.0,0,0,0.031048342597814426
uvbg354674399,22,4.7,26.921411,75.793604,26.971411,75.843604,2022-03-13,2025-11-16 19:15:00,2025-11-16 19:30:00,Cloudy,Jam ,motorcycle ,Urban ,145,Outdoors,7.448086298120305,19,Sunday,15.0,1,1,0.051366112400829694
irhw643229368,23,4.7,10.96185,76.971082,11.00185,77.011082,2022-03-21,2025-11-16 16:00:00,2025-11-16 16:10:00,Stormy,Medium ,motorcycle ,Other,100,Books,6.232807160866213,16,Monday,10.0,0,1,0.06232807160866213
vbtf148757529,31,4.7,30.890184,75.829615,30.970184,75.909615,2022-02-12,2025-11-16 00:00:00,2025-11-16 00:10:00,Sandstorms,Low ,scooter ,Metropolitian ,80,Clothing,11.719960263754484,0,Saturday,10.0,1,0,0.14649950329693104
sjgx278309011,39,4.5,-23.214459,77.434976,23.304459,77.524976,2022-02-12,2025-11-16 23:10:00,2025-11-16 23:20:00,Sunny,Low ,scooter ,Metropolitian ,95,Clothing,5172.676817630949,23,Saturday,10.0,1,0,54.44922965927314
pliw853064744,33,4.0,11.022169,76.999594,11.152169,77.129594,2022-04-04,2025-11-16 20:45:00,2025-11-16 20:50:00,Windy,Jam ,motorcycle ,Metropolitian ,255,Home,20.253058591951973,20,Monday,5.0,0,0,0.07942375918412538
iihx290028071,23,4.5,13.064181,80.236442,13.154181,80.326442,2022-03-27,2025-11-16 23:45:00,2025-11-16 23:55:00,Sunny,Low ,scooter ,Metropolitian ,135,Pet Supplies,13.969606427684226,23,Sunday,10.0,1,0,0.10347856613099427
tfol045526947,29,4.9,19.888716,75.321461,19.908716,75.341461,2022-02-17,2025-11-16 11:55:00,2025-11-16 12:00:00,Stormy,High ,motorcycle ,Metropolitian ,105,Skincare,3.052624657159104,11,Thursday,5.0,0,0,0.029072615782467656
ulel319330469,33,4.1,11.022477,76.995667,11.042477,77.015667,2022-03-05,2025-11-16 10:15:00,2025-11-16 10:30:00,Windy,Low ,motorcycle ,Metropolitian ,145,Kitchen,3.1161407812913753,10,Saturday,15.0,1,0,0.021490626077871555
yhdf316423028,36,4.8,19.254567,72.848923,19.334567,72.928923,2022-03-27,2025-11-16 22:55:00,2025-11-16 23:00:00,Sunny,Low ,scooter ,Metropolitian ,130,Snacks,12.232070021478455,22,Sunday,5.0,1,0,0.09409284631906503
tcra913838565,37,4.9,21.170798,72.790489,21.250798,72.870489,2022-03-10,2025-11-16 17:30:00,2025-11-16 17:40:00,Windy,Medium ,van,Urban ,115,Electronics,12.161615481620156,17,Thursday,10.0,0,1,0.10575317810104484
pvwk173148649,35,4.9,23.355164,85.324097,23.365164,85.334097,2022-03-30,2025-11-16 10:45:00,2025-11-16 10:55:00,Windy,Low ,scooter ,Other,145,Jewelry,1.50946039783608,10,Wednesday,10.0,0,0,0.010410071709214345
noqj430490374,35,4.9,10.006881,76.345397,10.096881,76.435397,2022-02-12,2025-11-16 20:20:00,2025-11-16 20:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Outdoors,14.044600875522605,20,Saturday,10.0,1,0,0.06687905178820287
cwzg894003232,34,4.8,22.651847,75.881991,22.721847,75.951991,2022-03-02,2025-11-16 19:50:00,2025-11-16 19:55:00,Sunny,Jam ,scooter ,Metropolitian ,145,Snacks,10.590448391072377,19,Wednesday,5.0,0,1,0.07303757511084398
toem845635242,24,4.8,0.0,0.0,0.01,0.01,2022-03-03,2025-11-16 08:20:00,2025-11-16 08:25:00,Sandstorms,Low ,scooter ,Urban ,55,Sports,1.5725337292863206,8,Thursday,5.0,0,0,0.028591522350660373
dwct544970983,25,4.9,30.899584,75.809346,30.969584,75.879346,2022-02-18,2025-11-16 20:00:00,2025-11-16 20:15:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Snacks,10.2547653809903,20,Friday,15.0,0,0,0.07324832414993071
mflf536758603,25,5.0,12.972161,77.596014,13.102161,77.726014,2022-03-23,2025-11-16 21:10:00,2025-11-16 21:20:00,Sunny,Jam ,scooter ,Metropolitian ,100,Cosmetics,20.18118687522162,21,Wednesday,10.0,0,0,0.2018118687522162
looc219609775,31,4.7,12.949934,77.699386,12.979934,77.729386,2022-04-05,2025-11-16 19:10:00,2025-11-16 19:20:00,Sandstorms,Jam ,scooter ,Metropolitian ,135,Kitchen,4.657857733630863,19,Tuesday,10.0,0,1,0.034502649878747134
aalw325993899,34,4.7,12.933284,77.615428,13.013284,77.695428,2022-03-20,2025-11-16 20:40:00,2025-11-16 20:45:00,Windy,Jam ,motorcycle ,Urban ,250,Shoes,12.420750390870992,20,Sunday,5.0,1,0,0.04968300156348397
dclu403721893,39,4.6,18.536718,73.830327,18.576718,73.870328,2022-03-24,2025-11-16 15:30:00,2025-11-16 15:45:00,Sandstorms,Medium ,scooter ,Urban ,130,Kitchen,6.128874096846778,15,Thursday,15.0,0,0,0.04714518536035983
reka549406547,39,4.9,12.352058,76.60665,12.462058,76.71665,2022-03-02,2025-11-16 20:45:00,2025-11-16 21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,210,Apparel,17.097073943177282,20,Wednesday,15.0,0,0,0.08141463782465372
rybc158296303,33,4.8,11.016298,76.972076,11.146298,77.102076,2022-03-14,2025-11-16 23:55:00,2025-11-16 00:05:00,Stormy,Low ,motorcycle ,Metropolitian ,115,Sports,20.25325804770789,23,Monday,-1430.0,0,0,0.17611528737137297
vcxg064129788,24,4.9,19.878028,75.317475,19.928028,75.367475,2022-02-11,2025-11-16 21:25:00,2025-11-16 21:35:00,Sandstorms,Jam ,motorcycle ,Urban ,80,Cosmetics,7.63146393347645,21,Friday,10.0,0,0,0.09539329916845563
hnvz206081194,34,4.4,11.001753,76.986241,11.011753,76.996241,2022-03-17,2025-11-16 10:35:00,2025-11-16 10:50:00,Stormy,Low ,motorcycle ,Urban ,110,Electronics,1.5581372391744734,10,Thursday,15.0,0,0,0.014164883992495212
iyvk759078564,31,5.0,0.0,0.0,0.07,0.07,2022-03-12,2025-11-16 22:45:00,2025-11-16 23:00:00,Fog,Low ,motorcycle ,Metropolitian ,175,Books,11.007734763744619,22,Saturday,15.0,1,0,0.0629013415071121
vnvj184126964,25,4.9,12.334022,76.618203,12.404022,76.688203,2022-03-14,2025-11-16 20:50:00,2025-11-16 20:55:00,Cloudy,Jam ,van,Metropolitian ,185,Skincare,10.880731284671885,20,Monday,5.0,0,0,0.058814763700929105
bjic019505255,23,4.8,15.56155,73.749092,15.67155,73.859092,2022-02-16,2025-11-16 17:35:00,2025-11-16 17:50:00,Stormy,Medium ,motorcycle ,Metropolitian ,155,Sports,16.98159434210999,17,Wednesday,15.0,0,1,0.10955867317490316
frhp392004705,33,4.6,17.451976,78.385883,17.531976,78.465883,2022-03-18,2025-11-16 23:00:00,2025-11-16 23:10:00,Sandstorms,Low ,scooter ,Metropolitian ,120,Outdoors,12.292848945038156,23,Friday,10.0,0,0,0.10244040787531797
oyra153469412,25,4.7,12.979096,77.640625,13.029096,77.690625,2022-04-01,2025-11-16 19:00:00,2025-11-16 19:10:00,Stormy,Medium ,scooter ,Metropolitian ,110,Cosmetics,7.762500242365809,19,Friday,10.0,0,1,0.07056818402150736
jvgx286930880,21,3.1,18.546947,73.900626,18.616947,73.970626,2022-03-02,2025-11-16 23:55:00,2025-11-16 00:00:00,Sunny,Low ,motorcycle ,Metropolitian ,155,Apparel,10.724651568075062,23,Wednesday,-1435.0,0,0,0.06919130043919396
pwcu640727195,26,4.7,26.469003,80.316344,26.579003,80.426344,2022-02-14,2025-11-16 21:45:00,2025-11-16 22:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,80,Apparel,16.412810176311392,21,Monday,15.0,0,0,0.2051601272038924
agrw577574035,26,4.6,22.311358,73.164798,22.361358,73.214798,2022-04-01,2025-11-16 19:20:00,2025-11-16 19:25:00,Sunny,Jam ,motorcycle ,Urban ,90,Electronics,7.573442055128552,19,Friday,5.0,0,1,0.08414935616809503
voir265659239,23,4.8,12.975996,80.221898,13.035996,80.281898,2022-03-19,2025-11-16 18:35:00,2025-11-16 18:40:00,Fog,Medium ,motorcycle ,Urban ,145,Outdoors,9.314965469326962,18,Saturday,5.0,1,1,0.06424114116777216
lkvu726511155,37,4.9,23.359194,85.325447,23.409194,85.375447,2022-03-30,2025-11-16 21:15:00,2025-11-16 21:25:00,Windy,Jam ,motorcycle ,Metropolitian ,130,Pet Supplies,7.546676276224407,21,Wednesday,10.0,0,0,0.058051355970956973
nhxs879722090,29,4.9,30.342509,78.061187,30.422509,78.141187,2022-02-18,2025-11-16 17:25:00,2025-11-16 17:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,85,Sports,11.748234358740095,17,Friday,15.0,0,1,0.13821452186753053
fffv795128601,32,4.4,27.160832,78.011608,27.190832,78.041608,2022-02-11,2025-11-16 18:15:00,2025-11-16 18:25:00,Stormy,Medium ,scooter ,Urban ,160,Books,4.464810553177014,18,Friday,10.0,0,1,0.02790506595735634
dhml093774896,35,4.7,11.026117,76.944652,11.046117,76.964652,2022-03-24,2025-11-16 08:40:00,2025-11-16 08:45:00,Windy,Low ,van,Other,135,Jewelry,3.116121839413346,8,Thursday,5.0,0,0,0.023082383995654415
rxuq898518074,36,4.8,13.005801,80.250744,13.095801,80.340744,2022-03-20,2025-11-16 22:35:00,2025-11-16 22:50:00,Cloudy,Low ,motorcycle ,Metropolitian ,130,Books,13.971216616782916,22,Sunday,15.0,1,0,0.10747089705217627
pwdv631297652,36,5.0,13.029198,77.570997,13.079198,77.620997,2022-03-24,2025-11-16 22:30:00,2025-11-16 22:35:00,Sunny,Low ,motorcycle ,Other,60,Apparel,7.7617353876913695,22,Thursday,5.0,0,0,0.12936225646152283
dvle585107480,33,4.8,19.876994,75.372353,19.926994,75.422353,2022-02-11,2025-11-16 20:15:00,2025-11-16 20:25:00,Fog,Jam ,motorcycle ,Metropolitian ,130,Home,7.631487330979442,20,Friday,10.0,0,0,0.05870374869984186
mxss631771488,27,4.6,18.539299,73.897902,18.599299,73.957902,2022-04-01,2025-11-16 22:35:00,2025-11-16 22:50:00,Fog,Low ,motorcycle ,Metropolitian ,75,Sports,9.19288134903859,22,Friday,15.0,0,0,0.12257175132051454
gegf779436236,23,4.6,17.431668,78.408321,17.441668,78.418321,2022-03-09,2025-11-16 08:25:00,2025-11-16 08:35:00,Stormy,Low ,motorcycle ,Metropolitian ,55,Snacks,1.5368285452421355,8,Wednesday,10.0,0,0,0.027942337186220644
wpwf386191318,21,4.6,12.323978,76.627961,12.363978,76.667961,2022-03-17,2025-11-16 15:15:00,2025-11-16 15:30:00,Sandstorms,Medium ,van,Metropolitian ,130,Outdoors,6.217851597564562,15,Thursday,15.0,0,0,0.04782962767357355
szvk897550936,29,4.9,0.0,0.0,0.09,0.09,2022-03-25,2025-11-16 22:40:00,2025-11-16 22:45:00,Cloudy,Low ,motorcycle ,Metropolitian ,110,Electronics,14.15280068944862,22,Friday,5.0,0,0,0.12866182444953292
knfz098512205,24,4.8,21.170798,72.790489,21.200798,72.820489,2022-04-05,2025-11-16 22:55:00,2025-11-16 23:00:00,Sunny,Low ,motorcycle ,Urban ,80,Home,4.560964950803957,22,Tuesday,5.0,0,0,0.05701206188504946
qqrl597245592,24,4.6,19.22384,72.841347,19.29384,72.911347,2022-03-02,2025-11-16 22:00:00,2025-11-16 22:10:00,Fog,Jam ,motorcycle ,Urban ,205,Skincare,10.704161271431294,22,Wednesday,10.0,0,0,0.05221542083625021
aifw876916082,26,4.8,22.751234,75.88949,22.831234,75.96949,2022-03-23,2025-11-16 18:15:00,2025-11-16 18:30:00,Sunny,Medium ,motorcycle ,Metropolitian ,95,Sports,12.099122314389145,18,Wednesday,15.0,0,1,0.12735918225672785
sxhu648693180,28,4.8,17.451976,78.385883,17.521976,78.455883,2022-03-12,2025-11-16 23:00:00,2025-11-16 23:10:00,Stormy,Low ,scooter ,Metropolitian ,90,Outdoors,10.756383853403502,23,Saturday,10.0,1,0,0.11951537614892781
oond605763985,24,4.8,13.02978,80.208812,13.15978,80.338812,2022-03-27,2025-11-16 17:10:00,2025-11-16 17:20:00,Stormy,Medium ,motorcycle ,Metropolitian ,110,Outdoors,20.178893713604943,17,Sunday,10.0,1,1,0.18344448830549948
bvxa920799820,25,4.9,21.173343,72.792731,21.303343,72.922731,2022-03-08,2025-11-16 19:55:00,2025-11-16 20:10:00,Fog,Jam ,van,Metropolitian ,190,Home,19.760907746585524,19,Tuesday,15.0,0,1,0.10400477761360802
yido834429336,31,4.8,26.849596,75.800512,26.909596,75.860512,2022-03-05,2025-11-16 18:50:00,2025-11-16 19:05:00,Windy,Medium ,motorcycle ,Metropolitian ,175,Toys,8.940047176803803,18,Saturday,15.0,1,1,0.05108598386745031
lubp626120036,31,4.7,18.516216,73.842527,18.556216,73.882527,2022-03-11,2025-11-16 16:55:00,2025-11-16 17:00:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Cosmetics,6.129149863507101,16,Friday,5.0,0,1,0.0454011101000526
qzgu384833604,31,4.9,23.353783,85.326967,23.363783,85.336967,2022-03-01,2025-11-16 08:40:00,2025-11-16 08:55:00,Sandstorms,Low ,motorcycle ,Metropolitian ,21,Grocery,1.5094675843674927,8,Tuesday,15.0,0,0,0.07187940877940442
rvmn735969638,26,4.9,22.75004,75.902847,22.88004,76.032847,2022-03-18,2025-11-16 21:10:00,2025-11-16 21:15:00,Stormy,Jam ,motorcycle ,Metropolitian ,125,Shoes,19.659494006264435,21,Friday,5.0,0,0,0.1572759520501155
izuy093471848,38,4.9,22.744648,75.894377,22.774648,75.924377,2022-03-17,2025-11-16 20:50:00,2025-11-16 21:05:00,Fog,Jam ,scooter ,Metropolitian ,155,Sports,4.537653689675302,20,Thursday,15.0,0,0,0.02927518509467937
srmy926395438,21,5.0,27.163303,78.057044,27.293303,78.187044,2022-02-18,2025-11-16 22:20:00,2025-11-16 22:25:00,Windy,Low ,motorcycle ,Metropolitian ,95,Home,19.343487217443105,22,Friday,5.0,0,0,0.20361565492045375
uprf237007352,21,4.5,21.149669,72.772629,21.229669,72.852629,2022-03-16,2025-11-16 20:00:00,2025-11-16 20:15:00,Sandstorms,Jam ,scooter ,Metropolitian ,105,Outdoors,12.162424445776676,20,Wednesday,15.0,0,0,0.11583261376930168
zlwb375781722,34,4.9,17.433809,78.386744,17.463809,78.416744,2022-03-19,2025-11-16 20:30:00,2025-11-16 20:45:00,Fog,Jam ,motorcycle ,Other,130,Kitchen,4.610339345524889,20,Saturday,15.0,1,0,0.03546414881172992
tdix232025229,24,4.8,18.530963,73.828972,18.640963,73.938972,2022-03-12,2025-11-16 19:40:00,2025-11-16 19:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,190,Apparel,16.852834881459735,19,Saturday,15.0,1,1,0.08869913095505123
upcm745833938,21,4.8,17.424114,78.347554,17.534114,78.457554,2022-03-25,2025-11-16 17:35:00,2025-11-16 17:45:00,Sunny,Medium ,scooter ,Urban ,60,Skincare,16.903235903520294,17,Friday,10.0,0,1,0.2817205983920049
rwnb735696528,31,4.3,27.201725,78.007553,27.231725,78.037553,2022-02-15,2025-11-16 18:25:00,2025-11-16 18:30:00,Windy,Medium ,motorcycle ,Metropolitian ,165,Jewelry,4.464087375691772,18,Tuesday,5.0,0,1,0.027055075004192557
isbu458379538,24,4.6,11.026117,76.944652,11.076117,76.994652,2022-03-15,2025-11-16 23:55:00,2025-11-16 00:00:00,Sandstorms,Low ,motorcycle ,Metropolitian ,50,Electronics,7.790109178658928,23,Tuesday,-1435.0,0,0,0.15580218357317854
nbhs176177085,20,4.9,25.449659,81.839744,25.519659,81.909744,2022-02-16,2025-11-16 20:50:00,2025-11-16 21:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,150,Skincare,10.48589583967922,20,Wednesday,15.0,0,0,0.06990597226452813
losg145205562,29,4.8,11.000762,76.981876,11.040762,77.021876,2022-03-11,2025-11-16 16:50:00,2025-11-16 17:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,50,Jewelry,6.232403352170581,16,Friday,15.0,0,1,0.12464806704341162
mizs447749091,38,4.8,19.12663,72.829976,19.14663,72.849976,2022-03-24,2025-11-16 11:20:00,2025-11-16 11:35:00,Sunny,High ,scooter ,Metropolitian ,95,Electronics,3.0594028768205965,11,Thursday,15.0,0,0,0.03220424080863786
rone007421944,36,4.3,13.022394,80.242439,13.102394,80.322439,2022-03-20,2025-11-16 19:00:00,2025-11-16 19:15:00,Stormy,Medium ,scooter ,Urban ,160,Clothing,12.418575637818305,19,Sunday,15.0,1,1,0.07761609773636441
iyns803728526,29,4.8,22.751857,75.866699,22.781857,75.896699,2022-03-09,2025-11-16 20:40:00,2025-11-16 20:45:00,Sandstorms,Jam ,scooter ,Urban ,65,Books,4.537543599594834,20,Wednesday,5.0,0,0,0.06980836307068974
tyln267408329,30,4.2,26.913987,75.752891,26.983987,75.822891,2022-03-25,2025-11-16 20:15:00,2025-11-16 20:30:00,Stormy,Jam ,scooter ,Metropolitian ,180,Skincare,10.427215010406718,20,Friday,15.0,0,0,0.05792897228003732
terl559340113,34,4.2,25.457687,81.835585,25.547687,81.925585,2022-02-12,2025-11-16 21:50:00,2025-11-16 22:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,210,Books,13.480957508143753,21,Saturday,15.0,1,0,0.0641950357530655
wcvo995029363,33,5.0,23.353783,85.326967,23.363783,85.336967,2022-03-21,2025-11-16 09:00:00,2025-11-16 09:10:00,Cloudy,Low ,van,Metropolitian ,90,Skincare,1.5094675843674927,9,Monday,10.0,0,0,0.016771862048527698
